text,label
"I have tremors, weight loss, blurred vision, sweating, appetite loss, fatigue, muscle pain.",Parkinson'S
"I have rash, diarrhea, dizziness, weight gain.",Hypertension
"I have rash, sneezing, cough, weight loss, nausea.",Arthritis
"I have appetite loss, back pain, anxiety, joint pain, sore throat.",Heart Disease
"I have sweating, muscle pain, runny nose.",Allergy
"I have sweating, dizziness, runny nose, weight gain, muscle pain, nausea.",Gastritis
"I have fatigue, back pain, swelling, insomnia.",Sinusitis
"I have headache, rash, fatigue.",Influenza
"I have fever, joint pain, blurred vision, fatigue, sweating, insomnia.",Covid-19
"I have sweating, joint pain, tremors.",Pneumonia
"I have cough, insomnia, appetite loss, anxiety, rash, chest pain.",Influenza
"I have weight gain, sneezing, muscle pain, swelling, diarrhea, back pain, insomnia.",Parkinson'S
"I have cough, abdominal pain, swelling, runny nose, rash.",Liver Disease
"I have weight gain, headache, sore throat, blurred vision, runny nose, fatigue.",Covid-19
"I have blurred vision, sore throat, sneezing, cough.",Thyroid Disorder
"I have vomiting, cough, anxiety, shortness of breath, diarrhea, insomnia, fever.",Migraine
"I have headache, runny nose, fever, anxiety, dizziness.",Dementia
"I have weight gain, joint pain, rash, diarrhea, headache, abdominal pain.",Dementia
"I have weight loss, blurred vision, runny nose.",Migraine
"I have appetite loss, sneezing, headache, vomiting, swelling, anxiety.",Diabetes
"I have anxiety, abdominal pain, fatigue, depression.",Dermatitis
"I have anxiety, cough, joint pain, sneezing, shortness of breath, insomnia, dizziness.",Tuberculosis
"I have dizziness, back pain, cough.",Common Cold
"I have rash, sore throat, swelling, chest pain, joint pain, weight gain.",Hypertension
"I have swelling, insomnia, sneezing, back pain, joint pain.",Chronic Kidney Disease
"I have anxiety, shortness of breath, insomnia, depression, weight loss.",Tuberculosis
"I have depression, blurred vision, shortness of breath.",Heart Disease
"I have diarrhea, swelling, headache, anxiety, tremors, weight gain.",Food Poisoning
"I have joint pain, cough, sneezing.",Sinusitis
"I have nausea, cough, weight loss, headache.",Pneumonia
"I have dizziness, headache, fever, swelling, tremors.",Diabetes
"I have weight loss, insomnia, diarrhea, blurred vision.",Diabetes
"I have headache, nausea, sweating, diarrhea, anxiety, shortness of breath, vomiting.",Liver Disease
"I have weight loss, dizziness, sweating.",Depression
"I have muscle pain, cough, depression, sore throat.",Depression
"I have runny nose, rash, dizziness, insomnia, fever, joint pain, fatigue.",Influenza
"I have sneezing, sore throat, abdominal pain, back pain.",Dermatitis
"I have nausea, shortness of breath, weight gain, muscle pain.",Stroke
"I have sore throat, fatigue, shortness of breath, fever.",Heart Disease
"I have rash, sore throat, nausea, shortness of breath, tremors, sneezing.",Chronic Kidney Disease
"I have shortness of breath, tremors, sweating, rash, abdominal pain, fatigue.",Diabetes
"I have swelling, weight gain, muscle pain, anxiety.",Heart Disease
"I have muscle pain, runny nose, appetite loss, depression.",Ibs
"I have insomnia, fever, muscle pain, vomiting, sweating, tremors.",Stroke
"I have fever, dizziness, appetite loss, tremors, sweating.",Bronchitis
"I have anxiety, weight gain, blurred vision.",Ulcer
"I have muscle pain, appetite loss, blurred vision, nausea.",Anxiety
"I have weight gain, anxiety, nausea, insomnia, abdominal pain, chest pain.",Ibs
"I have joint pain, blurred vision, abdominal pain, swelling.",Bronchitis
"I have insomnia, tremors, vomiting, shortness of breath, sweating, back pain.",Allergy
"I have sore throat, runny nose, shortness of breath, muscle pain, abdominal pain.",Pneumonia
"I have anxiety, cough, sore throat, vomiting, weight gain, insomnia, weight loss.",Arthritis
"I have joint pain, fever, rash, dizziness, sneezing, abdominal pain, headache.",Anemia
"I have insomnia, joint pain, shortness of breath, cough.",Stroke
"I have swelling, sore throat, vomiting, runny nose, joint pain, blurred vision, rash.",Hypertension
"I have sweating, nausea, vomiting, swelling, fatigue, diarrhea, appetite loss.",Gastritis
"I have dizziness, shortness of breath, chest pain, joint pain.",Diabetes
"I have fever, cough, diarrhea, sneezing, sweating.",Common Cold
"I have appetite loss, shortness of breath, dizziness, chest pain, headache, rash.",Arthritis
"I have blurred vision, nausea, depression, abdominal pain, headache, joint pain.",Ulcer
"I have sneezing, depression, joint pain, rash.",Obesity
"I have shortness of breath, insomnia, blurred vision, rash, fatigue.",Anxiety
"I have back pain, anxiety, fever, blurred vision, chest pain, vomiting, abdominal pain.",Diabetes
"I have insomnia, anxiety, runny nose, sweating, tremors, nausea.",Gastritis
"I have depression, chest pain, sore throat, dizziness, swelling, nausea, weight gain.",Dermatitis
"I have diarrhea, back pain, fatigue, vomiting.",Stroke
"I have headache, sore throat, diarrhea.",Obesity
"I have dizziness, abdominal pain, vomiting, sweating, rash, headache.",Influenza
"I have runny nose, nausea, insomnia, fever, shortness of breath.",Hypertension
"I have blurred vision, anxiety, back pain, sweating, rash, joint pain.",Hypertension
"I have joint pain, runny nose, diarrhea, appetite loss, depression, rash, insomnia.",Anemia
"I have sore throat, shortness of breath, vomiting, muscle pain, anxiety.",Pneumonia
"I have sore throat, rash, depression, anxiety, weight loss.",Depression
"I have runny nose, headache, appetite loss, fever, nausea.",Covid-19
"I have swelling, cough, sneezing, sore throat, fever.",Allergy
"I have muscle pain, blurred vision, shortness of breath, back pain.",Hypertension
"I have back pain, muscle pain, runny nose.",Ulcer
"I have fatigue, sneezing, tremors, runny nose, blurred vision, weight loss, diarrhea.",Dermatitis
"I have sweating, insomnia, fatigue, sneezing.",Diabetes
"I have fever, swelling, insomnia, rash.",Anemia
"I have joint pain, headache, back pain, weight loss.",Asthma
"I have swelling, abdominal pain, joint pain, sore throat, muscle pain, vomiting, shortness of breath.",Ibs
"I have cough, rash, swelling, weight gain, nausea.",Food Poisoning
"I have weight gain, shortness of breath, swelling, blurred vision, fatigue.",Epilepsy
"I have insomnia, muscle pain, nausea, runny nose, shortness of breath, abdominal pain, appetite loss.",Ibs
"I have abdominal pain, sore throat, appetite loss, headache, anxiety, runny nose, sneezing.",Common Cold
"I have abdominal pain, sweating, headache, joint pain.",Anemia
"I have appetite loss, sneezing, weight loss, sweating, dizziness, depression, diarrhea.",Hypertension
"I have abdominal pain, rash, headache, fatigue, depression, sweating, weight loss.",Asthma
"I have tremors, abdominal pain, chest pain, swelling, sore throat, dizziness.",Depression
"I have joint pain, chest pain, weight loss, appetite loss, cough, fatigue, muscle pain.",Covid-19
"I have sore throat, runny nose, depression, weight loss, headache.",Arthritis
"I have anxiety, insomnia, abdominal pain, fatigue, nausea, tremors, runny nose.",Common Cold
"I have weight gain, swelling, vomiting.",Chronic Kidney Disease
"I have muscle pain, sneezing, joint pain.",Depression
"I have appetite loss, sneezing, sore throat, fever.",Pneumonia
"I have muscle pain, sneezing, chest pain, cough, swelling, headache.",Depression
"I have fever, shortness of breath, muscle pain.",Influenza
"I have diarrhea, fever, abdominal pain.",Heart Disease
"I have blurred vision, sore throat, sweating, shortness of breath.",Ibs
"I have cough, anxiety, runny nose, weight loss, nausea, sneezing, muscle pain.",Chronic Kidney Disease
"I have nausea, anxiety, runny nose, fever, depression, weight loss, tremors.",Depression
"I have sweating, nausea, headache, cough, rash, fatigue, vomiting.",Pneumonia
"I have blurred vision, vomiting, rash, sweating, depression, abdominal pain.",Sinusitis
"I have tremors, headache, weight gain.",Anxiety
"I have abdominal pain, depression, tremors.",Covid-19
"I have fever, joint pain, appetite loss, runny nose, insomnia, back pain.",Ibs
"I have headache, tremors, blurred vision, rash.",Thyroid Disorder
"I have blurred vision, dizziness, fever, abdominal pain, swelling, headache.",Anxiety
"I have diarrhea, shortness of breath, fever, cough, appetite loss.",Food Poisoning
"I have cough, headache, sneezing, sweating, weight loss.",Migraine
"I have sweating, rash, chest pain, muscle pain, sore throat.",Epilepsy
"I have cough, depression, dizziness, back pain.",Migraine
"I have tremors, cough, fatigue, vomiting, weight loss, shortness of breath, depression.",Hypertension
"I have rash, tremors, appetite loss, shortness of breath.",Ibs
"I have anxiety, fatigue, sweating, joint pain, vomiting, back pain.",Tuberculosis
"I have abdominal pain, sweating, sneezing, diarrhea, appetite loss, fever.",Tuberculosis
"I have fatigue, headache, chest pain.",Covid-19
"I have tremors, dizziness, nausea, chest pain, headache.",Depression
"I have sweating, nausea, dizziness.",Influenza
"I have vomiting, muscle pain, sore throat, sweating, abdominal pain, fatigue.",Allergy
"I have anxiety, chest pain, back pain, diarrhea, fatigue, insomnia.",Obesity
"I have fatigue, rash, sneezing, diarrhea, shortness of breath, sore throat, dizziness.",Migraine
"I have blurred vision, shortness of breath, rash, joint pain, depression, chest pain.",Dementia
"I have weight gain, dizziness, joint pain.",Common Cold
"I have chest pain, insomnia, abdominal pain, appetite loss, nausea.",Pneumonia
"I have depression, rash, cough, sneezing, tremors.",Ibs
"I have insomnia, runny nose, chest pain, sweating.",Migraine
"I have dizziness, joint pain, vomiting, insomnia, nausea, appetite loss.",Dementia
"I have dizziness, insomnia, chest pain, fatigue, fever, rash, shortness of breath.",Epilepsy
"I have swelling, dizziness, diarrhea.",Influenza
"I have nausea, sneezing, chest pain, muscle pain, cough, sore throat, back pain.",Food Poisoning
"I have abdominal pain, sweating, weight loss, joint pain.",Ibs
"I have sneezing, diarrhea, appetite loss.",Stroke
"I have appetite loss, sneezing, shortness of breath, chest pain.",Allergy
"I have chest pain, nausea, weight loss, sweating.",Dermatitis
"I have depression, diarrhea, anxiety, chest pain, sweating, joint pain.",Pneumonia
"I have chest pain, weight gain, diarrhea, sneezing, fever, runny nose, swelling.",Thyroid Disorder
"I have anxiety, nausea, dizziness, weight loss, abdominal pain, diarrhea, sore throat.",Anxiety
"I have chest pain, weight loss, shortness of breath, diarrhea, rash, fatigue.",Covid-19
"I have abdominal pain, blurred vision, sneezing, fatigue, sore throat, tremors, chest pain.",Food Poisoning
"I have sneezing, abdominal pain, blurred vision, chest pain, depression.",Liver Disease
"I have back pain, nausea, weight loss, insomnia, sore throat, chest pain, fever.",Hypertension
"I have depression, dizziness, sweating.",Migraine
"I have rash, runny nose, vomiting, cough, tremors, weight gain.",Allergy
"I have dizziness, shortness of breath, back pain, weight gain.",Ibs
"I have tremors, blurred vision, anxiety, headache, sweating.",Dementia
"I have dizziness, diarrhea, fatigue, tremors, blurred vision, cough, headache.",Migraine
"I have dizziness, anxiety, abdominal pain, depression, blurred vision, cough, joint pain.",Stroke
"I have tremors, sweating, chest pain, back pain, cough.",Liver Disease
"I have appetite loss, joint pain, fatigue, weight loss, dizziness, sneezing.",Obesity
"I have blurred vision, depression, tremors.",Heart Disease
"I have muscle pain, swelling, sweating, joint pain, diarrhea.",Ibs
"I have fever, weight gain, sneezing, sweating, fatigue.",Gastritis
"I have tremors, muscle pain, rash.",Allergy
"I have diarrhea, cough, dizziness.",Epilepsy
"I have sneezing, runny nose, appetite loss, diarrhea, vomiting, fever.",Influenza
"I have blurred vision, abdominal pain, appetite loss, headache, sweating, sneezing.",Anemia
"I have appetite loss, shortness of breath, diarrhea, chest pain, weight gain, depression.",Ulcer
"I have weight gain, anxiety, nausea, headache, runny nose, blurred vision.",Anemia
"I have blurred vision, headache, cough.",Ibs
"I have joint pain, blurred vision, insomnia, appetite loss, sweating.",Allergy
"I have weight gain, depression, insomnia, muscle pain, tremors.",Food Poisoning
"I have weight loss, sore throat, swelling, rash, cough, nausea, fatigue.",Ulcer
"I have fever, vomiting, nausea, runny nose, fatigue, weight loss.",Ibs
"I have weight loss, weight gain, cough, blurred vision, fatigue.",Migraine
"I have cough, chest pain, weight gain, fever, runny nose, weight loss, nausea.",Asthma
"I have sweating, joint pain, weight loss, chest pain, depression.",Anemia
"I have abdominal pain, cough, sweating, runny nose, appetite loss, nausea, blurred vision.",Common Cold
"I have diarrhea, back pain, headache, fatigue, runny nose, chest pain.",Arthritis
"I have sore throat, vomiting, sneezing, joint pain, nausea, appetite loss, depression.",Dementia
"I have fatigue, anxiety, abdominal pain, sore throat, runny nose, sneezing, rash.",Anemia
"I have blurred vision, headache, rash.",Chronic Kidney Disease
"I have joint pain, cough, rash.",Diabetes
"I have appetite loss, headache, tremors, rash, nausea.",Dementia
"I have sweating, sore throat, appetite loss, cough.",Bronchitis
"I have diarrhea, headache, fatigue, sneezing.",Arthritis
"I have cough, chest pain, weight loss.",Diabetes
"I have depression, anxiety, fever, chest pain, sneezing.",Liver Disease
"I have tremors, joint pain, swelling.",Sinusitis
"I have nausea, abdominal pain, vomiting, headache, joint pain, diarrhea, swelling.",Arthritis
"I have cough, vomiting, chest pain, dizziness, joint pain.",Food Poisoning
"I have diarrhea, insomnia, swelling, sore throat.",Sinusitis
"I have joint pain, back pain, headache, anxiety, depression, shortness of breath.",Anemia
